2 1:0.462231 2:0.538889 3:0.136364 4:0.0479599 5:0.23385 6:0.257412 7:0.862205 8:0.976378 9:0.641732 10:0.321623 13:1 40:1
1 1:0.226113 2:0.791667 3:0.30303 4:0.0773085 5:0.286822 6:0.140087 7:0.629921 8:0.925197 9:0.838583 10:0.0715182 14:1 19:1
1 1:0.67934 2:0.316667 3:0.363636 4:0.231926 5:0.294574 6:0.533511 7:0.996063 8:0.818898 9:0.271654 10:0.0716576 13:1 47:1
2 1:0.427214 2:0.375 3:0.0151515 4:0.0429492 5:0.211886 6:0.265561 7:0.866142 8:0.937008 9:0.610236 10:0.150843 11:1 26:1
2 1:0.556778 2:0.5 3:0.106061 4:0.0644238 5:0.258398 6:0.242658 7:0.877953 8:0.96063 9:0.614173 10:0.00934058 13:1 46:1
1 1:0.0495248 2:0.336111 3:0.166667 5:0.223514 6:0.0210763 7:0.940945 8:0.909449 9:0.476378 10:0.0557647 14:1 28:1
2 1:0.432216 2:0.444444 3:0.106061 5:0.223514 6:0.382324 7:0.897638 8:0.952756 9:0.57874 10:0.346159 11:1 44:1
1 1:0.492746 2:0.25 3:0.0757576 5:0.223514 6:0.567093 7:0.893701 8:0.913386 9:0.547244 10:0.472745 11:1 37:1
1 1:0.771386 2:0.127778 3:0.227273 4:0.204009 5:0.290698 6:0.436139 7:0.877953 8:0.811024 9:0.440945 10:0.204378 13:1 53:1
1 1:0.555278 2:0.958333 3:0.242424 5:0.223514 6:0.700717 7:0.732283 8:0.834646 9:0.645669 10:0.565314 11:1 34:1
1 1:0.801401 2:0.636111 3:0.363636 4:0.319256 5:0.489664 6:0.456372 7:0.692913 8:0.996063 9:0.811024 10:0.0939635 11:1 54:1
1 1:0.613807 2:0.869444 3:0.287879 4:0.34932 5:0.281654 6:0.216243 7:0.653543 8:0.874016 9:0.767717 10:0.441935 11:1 43:1
2 1:0.672336 2:0.0888889 3:0.19697 4:0.298497 5:0.31137 6:0.0715189 7:0.850394 8:0.826772 9:0.5 10:0.368326 12:1 37:1
1 1:0.335668 2:0.272222 3:0.439394 4:0.214746 5:0.399225 6:0.134888 7:0.992126 8:0.728346 9:0.15748 10:0.118918 13:1 18:1
1 1:0.632316 2:0.163889 3:0.121212 4:0.258411 5:0.321705 6:0.671069 7:0.893701 8:0.877953 9:0.511811 10:0.254845 11:1 43:1
1 1:0.653827 2:0.469444 3:0.19697 4:0.137437 5:0.264858 6:0.126739 7:0.905512 8:0.964567 9:0.566929 10:0.301269 12:1 47:1
1 1:0.30015 2:0.897222 3:0.333333 5:0.223514 6:0.243923 7:0.629921 8:0.834646 9:0.744094 10:0.0472606 13:1 24:1
1 1:0.713357 2:0.683333 3:0.363636 4:0.150322 5:0.295866 6:0.466489 7:0.645669 8:0.984252 9:0.858268 10:0.19657 13:1 46:1
2 1:0.447724 2:0.0666667 3:0.348485 4:0.0479599 5:0.257106 6:0.33975 7:0.795276 8:0.728346 9:0.440945 10:0.0701241 13:1 45:1
1 1:0.216108 2:0.113889 3:0.242424 4:0.0214746 5:0.22093 6:0.0174231 7:0.870079 8:0.80315 9:0.448819 10:0.148334 14:1 28:1
1 1:0.648324 2:0.4 3:0.0909091 4:0.271296 5:0.294574 6:0.752986 7:0.905512 8:0.940945 9:0.562992 10:0.0508853 11:1 43:1
1 1:0.273637 2:0.786111 3:0.287879 4:0.156049 5:0.352713 6:0.159056 7:0.645669 8:0.933071 9:0.834646 10:0.199916 14:1 24:1
2 1:0.335168 2:0.177778 3:0.227273 4:0.137437 5:0.25323 6:0.0340031 7:0.917323 8:0.818898 9:0.409449 10:0.177471 11:1 34:1
2 1:0.54027 2:0.8 3:0.136364 4:0.442377 5:0.248062 6:0.765491 7:0.76378 8:0.944882 9:0.732283 10:0.278963 11:1 43:1
2 1:0.37969 2:0.488889 3:0.181818 4:0.176807 5:0.24677 6:0.126458 7:0.889764 8:0.968504 9:0.590551 10:0.332079 11:1 26:1
2 1:0.485743 2:0.497222 3:0.136364 4:0.0644238 5:0.235142 6:0.286216 7:0.88189 8:0.968504 9:0.606299 10:0.330685 13:1 31:1
1 1:0.666333 2:0.533333 3:0.0909091 4:0.0608447 5:0.236434 6:0.26528 7:0.866142 8:0.96063 9:0.629921 10:0.219573 12:1 37:1
2 1:0.441221 2:0.488889 3:0.378788 4:0.182534 5:0.299742 6:0.496277 7:0.88189 8:0.96063 9:0.53937 10:0.260142 13:1 27:1
2 1:0.735368 2:0.180556 3:0.212121 4:0.505369 5:0.363049 6:0.271603 7:0.913386 8:0.830709 9:0.429134 10:0.35536 12:1 46:1
2 1:0.402201 2:0.341667 3:0.575758 4:0.0479599 5:0.264858 6:0.379795 7:0.988189 8:0.712598 10:0.920117 11:1 44:1
1 1:0.321661 2:0.266667 3:0.0757576 4:0.0959198 5:0.237726 6:0.128425 7:0.897638 8:0.917323 9:0.547244 10:0.743901 11:1 32:1
1 1:0.61981 2:0.411111 3:0.151515 4:0.0909091 5:0.22093 6:0.140087 7:0.92126 8:0.940945 9:0.535433 10:0.227799 11:1 36:1
1 1:0.745873 2:0.980556 3:0.272727 4:0.304939 5:0.335917 6:0.152311 7:0.732283 8:0.811024 9:0.614173 10:0.101213 11:1 53:1
1 1:0.278639 2:0.838889 3:0.454545 4:0.2398 5:0.200258 6:0.0844457 7:0.480315 8:0.826772 9:0.870079 10:0.237558 14:1 24:1
2 1:0.54077 2:0.288889 3:0.181818 4:0.202577 5:0.206718 6:0.247436 7:0.948819 8:0.88189 9:0.437008 10:0.185278 11:1 43:1
2 1:0.476738 2:0.0277778 3:0.106061 4:0.221188 5:0.401809 6:0.168751 7:0.838583 8:0.893701 9:0.594488 10:0.0754217 13:1 46:1
1 1:0.525263 2:0.997222 3:0.136364 4:0.0479599 5:0.235142 6:0.435296 7:0.811024 8:0.877953 9:0.610236 10:0.301408 13:1 36:1
1 1:0.115058 2:0.172222 3:0.393939 4:0.0608447 5:0.250646 6:0.0238865 7:0.909449 8:0.692913 9:0.244094 10:0.078907 14:1 24:1
2 1:0.668834 2:0.411111 3:0.242424 4:0.0214746 5:0.223514 6:0.214697 7:0.940945 8:0.933071 9:0.480315 10:0.352572 11:1 44:1
1 1:0.612306 2:0.0916667 3:0.318182 4:0.258411 5:0.22739 6:0.465505 7:0.830709 8:0.748031 9:0.417323 10:0.425763 11:1 43:1
1 1:0.677839 2:0.786111 3:0.348485 4:0.561918 5:0.346253 6:0.504286 7:0.590551 8:0.92126 9:0.866142 10:0.299038 13:1 45:1
1 1:0.681341 2:0.155556 3:0.136364 4:0.0959198 5:0.23385 6:0.846424 7:0.889764 8:0.874016 9:0.511811 10:0.107486 11:1 37:1
1 1:0.663832 2:0.766667 3:0.030303 4:0.107373 5:0.223514 6:0.188984 7:0.838583 8:0.940945 9:0.645669 10:0.0768158 12:1 46:1
1 1:0.678839 2:0.00555556 3:0.0757576 4:0.442377 5:0.294574 6:0.190811 7:0.834646 8:0.901575 9:0.610236 10:0.345741 12:1 37:1
2 1:0.721861 2:0.713889 3:0.181818 4:0.339298 5:0.303618 6:0.454967 7:0.755906 8:0.972441 9:0.759843 10:0.168549 13:1 46:1
2 1:0.486243 2:0.0638889 3:0.0909091 4:0.259127 5:0.326873 6:0.380216 7:0.850394 8:0.893701 9:0.57874 10:0.38631 11:1 26:1
2 1:0.531766 2:0.85 3:0.242424 4:0.10952 5:0.25323 6:0.456372 7:0.681102 8:0.901575 9:0.767717 10:0.286909 11:1 43:1
2 1:0.590795 2:0.0777778 3:0.257576 4:0.683608 5:0.509044 6:0.180132 7:0.826772 8:0.787402 9:0.472441 10:0.351875 13:1 47:1
2 1:0.613307 2:0.15 3:0.151515 4:0.273443 5:0.28553 6:0.219193 7:0.889764 8:0.858268 9:0.488189 10:0.395929 11:1 43:1
2 1:0.452226 2:0.141667 3:0.0909091 4:0.19184 5:0.229974 6:0.348461 7:0.877953 8:0.889764 9:0.543307 10:0.857939 11:1 26:1
1 1:0.662831 2:0.802778 3:0.30303 4:0.269148 5:0.342377 6:0.0453843 7:0.633858 8:0.92126 9:0.830709 10:0.148892 12:1 36:1
1 1:0.757879 2:0.844444 3:0.0454545 4:0.286328 5:0.268734 6:0.177041 7:0.826772 8:0.937008 9:0.653543 10:0.323156 13:1 46:1
1 1:0.632316 2:0.638889 3:0.121212 4:0.0429492 5:0.24031 6:0.201489 7:0.818898 8:0.972441 9:0.692913 10:0.116269 13:1 37:1
1 1:0.287144 2:0.0416667 3:0.454545 4:0.0909091 5:0.31137 6:0.138261 7:0.704724 8:0.645669 9:0.429134 10:0.095497 14:1 24:1
1 1:0.551276 2:0.152778 3:0.19697 4:0.346457 5:0.211886 6:0.106365 7:0.897638 8:0.834646 9:0.452756 10:0.252614 13:1 46:1
2 1:0.502251 2:0.0361111 3:0.0606061 5:0.223514 6:0.890965 7:0.846457 8:0.909449 9:0.598425 10:0.607277 11:1 44:1
1 1:0.36018 2:0.458333 3:0.227273 4:0.400859 5:0.364341 6:0.0831811 7:0.913386 8:0.96063 9:0.543307 10:0.0882476 13:1 16:1
1 1:0.727364 2:0.463889 3:0.439394 4:0.0858984 5:0.244186 6:0.182942 7:0.901575 8:0.925197 9:0.456693 10:0.156699 11:1 53:1
2 1:0.655828 2:0.616667 3:0.0909091 4:0.482462 5:0.303618 6:0.764367 7:0.838583 8:0.964567 9:0.665354 10:0.158929 11:1 43:1
2 1:0.550775 2:0.0777778 3:0.0606061 4:0.512527 5:0.388889 6:0.0762962 7:0.858268 8:0.913386 9:0.590551 10:0.198662 13:1 25:1
1 1:0.576288 2:0.1 3:0.318182 4:0.24481 5:0.355297 6:0.622453 7:0.838583 8:0.740157 9:0.397638 10:0.640178 11:1 43:1
2 1:0.406703 2:0.0777778 3:0.136364 4:0.198282 5:0.262274 6:0.0421526 7:0.854331 8:0.866142 9:0.547244 10:0.0975882 13:1 25:1
2 1:0.578289 2:0.194444 3:0.363636 4:0.107373 5:0.255814 6:0.722214 7:0.933071 8:0.732283 9:0.26378 10:0.373623 11:1 43:1
1 1:0.650325 2:0.375 3:0.257576 4:0.2398 5:0.348837 6:0.314739 7:0.96063 8:0.905512 9:0.429134 10:0.234351 13:1 41:1
1 1:0.451226 2:0.455556 3:0.257576 4:0.279885 5:0.452196 6:0.23198 7:0.917323 8:0.956693 9:0.531496 10:0.168549 13:1 18:1
2 1:0.370185 2:0.0611111 3:0.0757576 4:0.0214746 5:0.223514 6:0.307714 7:0.854331 8:0.901575 9:0.586614 10:0.183466 13:1 24:1
1 1:0.348674 2:0.0833333 3:0.0757576 5:0.223514 6:0.184769 7:0.858268 8:0.897638 9:0.574803 10:0.3364 13:1 31:1
1 1:0.70085 2:0.605556 3:0.227273 5:0.223514 6:0.351834 7:0.795276 8:0.996063 9:0.724409 10:0.0716576 13:1 53:1
2 1:0.581291 2:0.183333 3:0.0454545 4:0.0773085 5:0.224806 6:0.132078 7:0.874016 8:0.917323 9:0.57874 10:0.325526 11:1 37:1
2 1:0.57979 2:0.766667 3:0.136364 4:0.0858984 5:0.249354 6:0.319938 7:0.771654 8:0.952756 9:0.732283 10:0.1422 13:1 36:1
2 1:0.589295 2:0.725 3:0.0909091 4:0.2398 5:0.29199 6:0.440635 7:0.811024 8:0.956693 9:0.692913 10:0.0846229 13:1 46:1
1 1:0.695348 2:0.983333 3:0.136364 4:0.0858984 5:0.250646 6:0.210763 7:0.811024 8:0.885827 9:0.622047 10:0.100516 13:1 45:1
1 1:0.697849 2:0.961111 3:0.212121 4:0.27917 5:0.264858 6:0.645918 7:0.751969 8:0.854331 9:0.641732 10:0.113621 13:1 46:1
2 1:0.575788 2:0.138889 3:0.257576 4:0.355762 5:0.459948 6:0.0514262 7:0.889764 8:0.787402 9:0.401575 10:0.11139 13:1 47:1
2 1:0.654827 2:0.569444 3:0.227273 4:0.182534 5:0.270026 6:0.080933 7:0.826772 8:0.996063 9:0.685039 10:0.699707 12:1 36:1
2 1:0.569785 2:0.455556 3:0.242424 4:0.502505 5:0.369509 6:0.404946 7:0.917323 8:0.956693 9:0.535433 10:0.264464 13:1 47:1
2 1:0.532766 2:0.583333 3:0.19697 4:0.700787 5:0.390181 6:0.367009 7:0.826772 8:0.992126 9:0.688976 10:0.184581 13:1 48:1
2 1:0.41921 2:0.519444 3:0.257576 4:0.150322 5:0.205426 6:0.341577 7:0.866142 8:0.984252 9:0.61811 10:0.250941 13:1 18:1
1 1:0.57979 2:0.133333 3:0.242424 4:0.367215 5:0.359173 6:0.639455 7:0.885827 8:0.795276 9:0.42126 10:0.544821 11:1 43:1
1 1:0.109555 2:0.0805556 3:0.575758 4:0.115963 5:0.396641 6:0.0266966 7:0.708661 8:0.523622 9:0.244094 10:0.0326223 14:1 24:1
1 1:0.704852 2:0.361111 3:0.30303 4:0.137437 5:0.218346 6:0.181818 7:0.976378 8:0.88189 9:0.370079 10:0.400948 11:1 36:1
2 1:0.489745 2:0.163889 3:0.151515 4:0.115963 5:0.228682 6:0.415203 7:0.897638 8:0.866142 9:0.492126 10:0.609926 11:1 43:1
1 1:0.272636 2:0.238889 3:0.0454545 4:0.167502 5:0.211886 6:0.0844457 7:0.88189 8:0.92126 9:0.570866 10:0.126028 13:1 16:1
1 1:0.595798 2:0.738889 3:0.181818 4:0.18325 5:0.254522 6:0.493607 7:0.744094 8:0.964567 9:0.771654 10:0.225568 13:1 27:1
1 1:0.681341 2:0.197222 3:0.151515 4:0.468862 5:0.29199 6:0.554447 7:0.909449 8:0.870079 9:0.476378 10:0.301408 11:1 43:1
1 1:0.743372 2:0.00833333 3:0.181818 4:0.307802 5:0.303618 6:0.295209 7:0.799213 8:0.850394 9:0.590551 10:0.197268 13:1 45:1
2 1:0.603802 2:0.430556 3:0.318182 4:0.221188 5:0.27907 6:0.382043 7:0.940945 8:0.933071 9:0.464567 10:0.198383 13:1 47:1
1 1:0.716358 2:0.858333 3:0.227273 4:0.365068 5:0.295866 6:0.104257 7:0.704724 8:0.905512 9:0.751969 10:0.197686 12:1 37:1
1 1:0.261131 2:0.075 3:0.439394 4:0.0887616 5:0.263566 6:0.124069 7:0.759843 8:0.641732 9:0.354331 10:0.0904782 14:1 24:1
1 1:0.448724 2:0.138889 3:0.257576 5:0.223514 6:0.16566 7:0.889764 8:0.791339 9:0.405512 10:0.288443 13:1 34:1
1 1:0.557279 2:0.888889 3:0.287879 4:0.0909091 5:0.254522 6:0.565688 7:0.665354 8:0.862205 9:0.744094 10:0.167433 11:1 43:1
2 1:0.633817 2:0.322222 3:0.19697 4:0.19184 5:0.271318 6:0.0210763 7:0.952756 8:0.893701 9:0.437008 10:0.527394 12:1 36:1
1 1:0.262131 2:0.0583333 3:0.515152 4:0.0300644 5:0.236434 6:0.122805 7:0.700787 8:0.586614 9:0.350394 10:0.0804405 14:1 24:1
1 1:0.34017 2:0.569444 3:0.318182 5:0.223514 6:0.176057 7:0.799213 8:1 9:0.69685 10:0.0649658 13:1 18:1
1 1:0.49975 2:0.325 3:0.272727 4:0.171797 5:0.164083 6:0.172826 7:0.972441 8:0.870079 9:0.374016 10:0.266973 11:1 43:1
2 1:0.370185 2:0.666667 3:0.348485 4:0.0429492 5:0.254522 6:0.119854 7:0.673228 8:0.992126 9:0.838583 10:0.875784 11:1 43:1
2 1:0.510755 2:0.955556 3:0.212121 4:0.0680029 5:0.24031 6:0.477027 7:0.748031 8:0.854331 9:0.649606 10:0.677123 11:1 43:1
1 1:0.555778 2:0.608333 3:0.242424 5:0.223514 6:0.299564 7:0.791339 8:0.996063 9:0.728346 10:0.17064 13:1 35:1
2 1:0.361681 2:0.158333 3:0.151515 4:0.257695 5:0.276486 6:0.0774203 7:0.893701 8:0.862205 9:0.492126 10:0.399554 11:1 43:1
1 1:0.309655 2:0.894444 3:0.272727 4:0.10952 5:0.284238 6:0.182942 7:0.677165 8:0.862205 9:0.732283 10:0.0660811 14:1 24:1
2 1:0.527264 2:0.0472222 3:0.151515 4:0.125268 5:0.248062 6:0.666573 7:0.834646 8:0.862205 9:0.566929 10:0.220828 11:1 43:1
2 1:0.605803 2:0.691667 3:0.181818 4:0.14388 5:0.284238 6:0.101166 7:0.76378 8:0.980315 9:0.759843 10:0.146801 13:1 46:1
2 1:0.61931 2:0.822222 3:0.0909091 4:0.307802 5:0.267442 6:0.0604187 7:0.799213 8:0.937008 9:0.688976 10:0.193364 13:1 46:1
2 1:0.407704 2:0.438889 3:0.545455 4:0.0858984 5:0.294574 6:0.21006 7:0.909449 8:0.862205 9:0.330709 10:0.153213 13:1 27:1
2 1:0.335168 2:0.233333 3:0.0757576 4:0.0858984 5:0.235142 6:0.153435 7:0.893701 8:0.909449 9:0.547244 10:0.694688 11:1 32:1
1 1:0.701851 2:0.0638889 3:0.242424 4:0.405154 5:0.465116 6:0.122243 7:0.822835 8:0.807087 9:0.507874 10:0.0939635 11:1 36:1
2 1:0.517259 2:0.916667 3:0.454545 4:0.137437 5:0.316537 6:0.362372 7:0.527559 8:0.740157 9:0.728346 10:0.105535 13:1 47:1
1 1:0.812406 2:0.275 3:0.242424 4:0.61131 5:0.479328 6:0.34523 7:0.964567 8:0.850394 9:0.374016 10:0.162415 11:1 54:1
2 1:0.676838 2:0.538889 3:0.227273 4:0.14388 5:0.226098 6:0.460868 7:0.854331 8:0.988189 9:0.645669 10:0.113621 13:1 47:1
2 1:0.512756 2:0.183333 3:0.272727 4:0.0300644 5:0.237726 6:0.255164 7:0.925197 8:0.791339 9:0.358268 10:0.306009 13:1 46:1
1 1:0.284642 2:0.4 3:0.333333 4:0.0959198 5:0.31137 6:0.0507236 7:0.964567 8:0.905512 9:0.401575 10:0.167294 14:1 18:1
1 1:0.771886 2:0.777778 3:0.333333 4:0.408733 5:0.475452 6:0.115779 7:0.614173 8:0.933071 9:0.858268 10:0.156699 12:1 47:1
1 1:0.682341 2:0.0777778 3:0.30303 4:0.211167 5:0.344961 6:0.56625 7:0.818898 8:0.759843 9:0.452756 10:0.271156 13:1 53:1
1 1:0.681841 2:0.147222 3:0.30303 4:0.151754 5:0.306202 6:0.214697 7:0.893701 8:0.755906 9:0.354331 10:0.321762 13:1 47:1
1 1:0.614307 2:0.158333 3:0.0757576 4:0.0214746 5:0.223514 6:0.449628 7:0.877953 8:0.901575 9:0.559055 10:0.175938 13:1 37:1
1 1:0.692346 2:0.147222 3:0.181818 4:0.23121 5:0.262274 6:0.87846 7:0.893701 8:0.84252 9:0.468504 10:0.100655 11:1 36:1
2 1:0.569785 2:0.272222 3:0.0757576 4:0.251253 5:0.26615 6:0.727273 7:0.897638 8:0.917323 9:0.543307 10:0.78907 11:1 26:1
2 1:0.670335 2:0.430556 3:0.181818 4:0.136006 5:0.302326 6:0.103274 7:0.92126 8:0.948819 9:0.535433 10:0.332497 11:1 36:1
2 1:0.607804 2:0.411111 3:0.0909091 4:0.115963 5:0.281654 6:0.186174 7:0.897638 8:0.944882 9:0.570866 10:0.368604 11:1 43:1
1 1:0.704852 2:0.258333 3:0.0606061 4:0.221188 5:0.244186 6:0.872559 7:0.889764 8:0.917323 9:0.559055 10:0.06399 11:1 36:1
2 1:0.448724 2:0.0611111 3:0.151515 5:0.223514 6:0.33427 7:0.84252 8:0.858268 9:0.551181 10:0.560296 11:1 37:1
2 1:0.687344 3:0.136364 4:0.0858984 5:0.228682 6:0.0843052 7:0.811024 8:0.874016 9:0.606299 10:0.167155 12:1 38:1
1 1:0.588294 2:0.822222 3:0.151515 4:0.107373 5:0.235142 6:0.504286 7:0.751969 8:0.933071 9:0.732283 10:0.239509 13:1 36:1
2 1:0.578289 2:0.361111 3:0.166667 4:0.0773085 5:0.223514 6:0.352677 7:0.937008 8:0.92126 9:0.492126 10:0.216088 13:1 37:1
2 1:0.374187 2:0.158333 3:0.19697 4:0.156049 5:0.25969 6:0.137558 7:0.897638 8:0.830709 9:0.448819 10:0.190436 13:1 25:1
2 1:0.554777 2:0.311111 3:0.363636 4:0.0909091 5:0.27907 6:0.214557 7:0.992126 8:0.814961 9:0.271654 10:0.230726 13:1 27:1
2 1:0.697849 2:0.547222 3:0.287879 4:0.163207 5:0.25969 6:0.464803 7:0.834646 8:0.992126 9:0.661417 10:0.161439 13:1 46:1
1 1:0.713857 2:0.391667 3:0.5 4:0.0773085 5:0.297158 6:0.554447 7:0.972441 8:0.830709 9:0.255906 10:0.462986 13:1 47:1
2 1:0.5998 2:0.277778 3:0.151515 4:0.0429492 5:0.218346 6:0.126458 7:0.933071 8:0.893701 9:0.472441 10:0.0430782 13:1 37:1
1 1:0.731866 2:0.211111 3:0.272727 4:0.674302 5:0.534884 6:0.200927 7:0.940945 8:0.80315 9:0.350394 10:0.430503 13:1 47:1
2 1:0.444222 2:0.488889 3:0.212121 5:0.223514 6:0.198117 7:0.889764 8:0.972441 9:0.590551 10:0.20605 13:1 24:1
2 1:0.35918 2:0.111111 3:0.166667 4:0.344309 5:0.273902 6:0.0656175 7:0.870079 8:0.850394 9:0.507874 10:0.372508 11:1 43:1
2 1:0.622811 2:0.0972222 3:0.166667 4:0.107373 5:0.26615 6:0.695518 7:0.862205 8:0.846457 9:0.511811 10:0.327896 11:1 43:1
2 1:0.573787 2:0.927778 3:0.30303 4:0.471725 5:0.541344 6:0.107349 7:0.669291 8:0.822835 9:0.692913 10:0.208839 13:1 47:1
1 1:0.671336 2:0.916667 3:0.19697 4:0.459556 5:0.236434 6:0.43909 7:0.744094 8:0.88189 9:0.685039 10:0.481389 11:1 44:1
2 1:0.386693 2:0.886111 3:0.363636 4:0.193271 5:0.4677 6:0.124491 7:0.590551 8:0.826772 9:0.771654 10:0.23937 13:1 24:1
1 1:0.412706 2:0.0388889 3:0.136364 5:0.223514 6:0.193761 7:0.834646 8:0.874016 9:0.57874 10:0.189321 13:1 34:1
2 1:0.65933 2:0.797222 3:0.106061 4:0.250537 5:0.177003 6:0.454405 7:0.787402 8:0.944882 9:0.704724 10:0.160045 11:1 43:1
2 1:0.627314 2:0.411111 3:0.287879 4:0.176807 5:0.277778 6:0.0340031 7:0.948819 8:0.925197 9:0.452756 10:0.115433 13:1 46:1
1 1:0.498749 2:0.755556 3:0.166667 4:0.625626 5:0.45478 6:0.316144 7:0.748031 8:0.956693 9:0.759843 10:0.231423 13:1 31:1
2 1:0.570285 2:0.458333 3:0.257576 4:0.0479599 5:0.235142 6:0.142616 7:0.917323 8:0.956693 9:0.535433 10:0.0897811 13:1 38:1
2 1:0.583792 2:0.894444 3:0.257576 4:0.137437 5:0.288114 6:0.677954 7:0.688976 8:0.870079 9:0.728346 10:0.136484 11:1 43:1
2 1:0.537769 2:0.211111 3:0.242424 4:0.0214746 5:0.217054 6:0.0852887 7:0.937008 8:0.818898 9:0.377953 10:0.265161 11:1 43:1
2 1:0.718359 2:0.0611111 3:0.136364 4:0.0608447 5:0.223514 6:0.286357 7:0.84252 8:0.866142 9:0.555118 10:0.278684 12:1 52:1
2 1:0.525263 2:0.811111 3:0.136364 4:0.0608447 5:0.232558 6:0.305466 7:0.771654 8:0.940945 9:0.720472 10:0.214276 13:1 37:1
2 1:0.396698 2:0.0583333 3:0.0909091 4:0.151754 5:0.22739 6:0.0642124 7:0.850394 8:0.893701 9:0.582677 10:0.184023 11:1 26:1
2 1:0.697349 2:0.855556 3:0.212121 4:0.0858984 5:0.264858 6:0.299424 7:0.708661 8:0.905512 9:0.748031 10:0.271853 12:1 37:1
2 1:0.465233 2:0.0138889 3:0.166667 4:0.27917 5:0.338501 6:0.322608 7:0.811024 8:0.862205 9:0.590551 10:0.331242 11:1 43:1
2 1:0.612306 2:0.972222 3:0.19697 4:0.442377 5:0.282946 6:0.313334 7:0.771654 8:0.858268 9:0.629921 10:0.147358 13:1 45:1
1 1:0.450225 2:0.797222 3:0.257576 4:0.0429492 5:0.24677 6:0.249543 7:0.673228 8:0.933071 9:0.807087 10:0.145964 13:1 47:1
1 1:0.554277 2:0.125 3:0.0757576 5:0.223514 6:0.360405 7:0.874016 8:0.897638 9:0.559055 10:0.263767 13:1 36:1
